Entity,Code,Year,Population density,country,latitude,longitude,name
Montenegro,MNE,2023,46.578884,ME,42.708678,19.37439,Montenegro
Norway,NOR,2003,12.531856,NO,60.472024,8.468946,Norway
Norway,NOR,2004,12.606295,NO,60.472024,8.468946,Norway
Norway,NOR,2005,12.69251,NO,60.472024,8.468946,Norway
Norway,NOR,2006,12.79515,NO,60.472024,8.468946,Norway
Norway,NOR,2007,12.928289,NO,60.472024,8.468946,Norway
Norway,NOR,2008,13.090448,NO,60.472024,8.468946,Norway
Norway,NOR,2009,13.2566395,NO,60.472024,8.468946,Norway
Norway,NOR,2010,13.422861,NO,60.472024,8.468946,Norway
Norway,NOR,2011,13.598048,NO,60.472024,8.468946,Norway
Norway,NOR,2012,13.777833,NO,60.472024,8.468946,Norway
Norway,NOR,2013,13.946957,NO,60.472024,8.468946,Norway
Norway,NOR,2014,14.104138,NO,60.472024,8.468946,Norway
Norway,NOR,2015,14.248067,NO,60.472024,8.468946,Norway
Norway,NOR,2016,14.374984,NO,60.472024,8.468946,Norway
Norway,NOR,2017,14.486998,NO,60.472024,8.468946,Norway
Norway,NOR,2018,14.5828705,NO,60.472024,8.468946,Norway
Norway,NOR,2019,14.681596,NO,60.472024,8.468946,Norway
Norway,NOR,2020,14.768207,NO,60.472024,8.468946,Norway
Norway,NOR,2021,14.831851,NO,60.472024,8.468946,Norway
Norway,NOR,2022,14.917782,NO,60.472024,8.468946,Norway
Norway,NOR,2023,15.027693,NO,60.472024,8.468946,Norway
Poland,POL,2003,126.160576,PL,51.919438,19.145136,Poland
Poland,POL,2004,126.077286,PL,51.919438,19.145136,Poland
Poland,POL,2005,126.011536,PL,51.919438,19.145136,Poland
Poland,POL,2006,125.91768,PL,51.919438,19.145136,Poland
Poland,POL,2007,125.835,PL,51.919438,19.145136,Poland
Poland,POL,2008,125.83832,PL,51.919438,19.145136,Poland
Poland,POL,2009,125.94417,PL,51.919438,19.145136,Poland
Poland,POL,2010,126.08159,PL,51.919438,19.145136,Poland
Poland,POL,2011,126.158325,PL,51.919438,19.145136,Poland
Poland,POL,2012,126.174736,PL,51.919438,19.145136,Poland
Poland,POL,2013,126.11424,PL,51.919438,19.145136,Poland
Poland,POL,2014,126.03104,PL,51.919438,19.145136,Poland
Poland,POL,2015,125.93718,PL,51.919438,19.145136,Poland
Poland,POL,2016,125.86845,PL,51.919438,19.145136,Poland
Poland,POL,2017,125.87076,PL,51.919438,19.145136,Poland
Poland,POL,2018,125.83368,PL,51.919438,19.145136,Poland
Poland,POL,2019,125.74266,PL,51.919438,19.145136,Poland
Poland,POL,2020,125.52957,PL,51.919438,19.145136,Poland
Poland,POL,2021,125.135475,PL,51.919438,19.145136,Poland
Poland,POL,2022,130.1968,PL,51.919438,19.145136,Poland
Poland,POL,2023,134.01518,PL,51.919438,19.145136,Poland
Portugal,PRT,2003,114.33083,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2004,114.638435,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2005,114.87631,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2006,115.10154,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2007,115.33735,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2008,115.50563,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2009,115.61892,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2010,115.58683,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2011,115.32941,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2012,114.8629,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2013,114.23469,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2014,113.62164,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2015,113.15286,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2016,112.79606,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2017,112.52071,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2018,112.32755,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2019,112.328514,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2020,112.41874,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2021,112.33057,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2022,112.12041,PT,39.399872,-8.224454,Portugal
Portugal,PRT,2023,111.8666,PT,39.399872,-8.224454,Portugal
Romania,ROU,2003,93.36458,RO,45.943161,24.96676,Romania
Romania,ROU,2004,92.52995,RO,45.943161,24.96676,Romania
Romania,ROU,2005,91.67361,RO,45.943161,24.96676,Romania
Romania,ROU,2006,90.87885,RO,45.943161,24.96676,Romania
Romania,ROU,2007,90.16093,RO,45.943161,24.96676,Romania
Romania,ROU,2008,89.52328,RO,45.943161,24.96676,Romania
Romania,ROU,2009,88.95305,RO,45.943161,24.96676,Romania
Romania,ROU,2010,88.383224,RO,45.943161,24.96676,Romania
Romania,ROU,2011,87.88372,RO,45.943161,24.96676,Romania
Romania,ROU,2012,87.52222,RO,45.943161,24.96676,Romania
Romania,ROU,2013,87.21553,RO,45.943161,24.96676,Romania
Romania,ROU,2014,86.90819,RO,45.943161,24.96676,Romania
Romania,ROU,2015,86.518074,RO,45.943161,24.96676,Romania
Romania,ROU,2016,86.04755,RO,45.943161,24.96676,Romania
Romania,ROU,2017,85.6174,RO,45.943161,24.96676,Romania
Romania,ROU,2018,85.21722,RO,45.943161,24.96676,Romania
Romania,ROU,2019,84.85836,RO,45.943161,24.96676,Romania
Romania,ROU,2020,84.50122,RO,45.943161,24.96676,Romania
Romania,ROU,2021,84.00799,RO,45.943161,24.96676,Romania
Romania,ROU,2022,85.445366,RO,45.943161,24.96676,Romania
Romania,ROU,2023,86.4604,RO,45.943161,24.96676,Romania
Russia,RUS,2003,8.8506975,RU,61.52401,105.318756,Russia
Russia,RUS,2004,8.814484,RU,61.52401,105.318756,Russia
Russia,RUS,2005,8.78068,RU,61.52401,105.318756,Russia
Russia,RUS,2006,8.752507,RU,61.52401,105.318756,Russia
Russia,RUS,2007,8.739013,RU,61.52401,105.318756,Russia
Russia,RUS,2008,8.737112,RU,61.52401,105.318756,Russia
Russia,RUS,2009,8.74182,RU,61.52401,105.318756,Russia
Russia,RUS,2010,8.74664,RU,61.52401,105.318756,Russia
Russia,RUS,2011,8.7540865,RU,61.52401,105.318756,Russia
Russia,RUS,2012,8.770257,RU,61.52401,105.318756,Russia
Russia,RUS,2013,8.790255,RU,61.52401,105.318756,Russia
Russia,RUS,2014,8.810296,RU,61.52401,105.318756,Russia
Russia,RUS,2015,8.833702,RU,61.52401,105.318756,Russia
Russia,RUS,2016,8.860616,RU,61.52401,105.318756,Russia
Russia,RUS,2017,8.881584,RU,61.52401,105.318756,Russia
Russia,RUS,2018,8.893781,RU,61.52401,105.318756,Russia
Russia,RUS,2019,8.899276,RU,61.52401,105.318756,Russia
Russia,RUS,2020,8.891645,RU,61.52401,105.318756,Russia
Russia,RUS,2021,8.860225,RU,61.52401,105.318756,Russia
Russia,RUS,2022,8.836445,RU,61.52401,105.318756,Russia
Russia,RUS,2023,8.820023,RU,61.52401,105.318756,Russia
San Marino,SMR,2003,477.11667,SM,43.94236,12.457777,San Marino
San Marino,SMR,2004,485.38333,SM,43.94236,12.457777,San Marino
San Marino,SMR,2005,492.16666,SM,43.94236,12.457777,San Marino
San Marino,SMR,2006,499.71667,SM,43.94236,12.457777,San Marino
San Marino,SMR,2007,506.58334,SM,43.94236,12.457777,San Marino
San Marino,SMR,2008,512.15,SM,43.94236,12.457777,San Marino
San Marino,SMR,2009,518,SM,43.94236,12.457777,San Marino
San Marino,SMR,2010,527.18335,SM,43.94236,12.457777,San Marino
San Marino,SMR,2011,541.9667,SM,43.94236,12.457777,San Marino
San Marino,SMR,2012,552.6,SM,43.94236,12.457777,San Marino
San Marino,SMR,2013,555.11664,SM,43.94236,12.457777,San Marino
San Marino,SMR,2014,556.9167,SM,43.94236,12.457777,San Marino
San Marino,SMR,2015,559.88336,SM,43.94236,12.457777,San Marino
San Marino,SMR,2016,564.3333,SM,43.94236,12.457777,San Marino
San Marino,SMR,2017,568.01666,SM,43.94236,12.457777,San Marino
San Marino,SMR,2018,569.65,SM,43.94236,12.457777,San Marino
San Marino,SMR,2019,570.05,SM,43.94236,12.457777,San Marino
San Marino,SMR,2020,567.3,SM,43.94236,12.457777,San Marino
San Marino,SMR,2021,562.86664,SM,43.94236,12.457777,San Marino
San Marino,SMR,2022,561.5,SM,43.94236,12.457777,San Marino
San Marino,SMR,2023,561.1,SM,43.94236,12.457777,San Marino
Serbia,SRB,2003,90.18369,RS,44.016521,21.005859,Serbia
Serbia,SRB,2004,89.908516,RS,44.016521,21.005859,Serbia
Serbia,SRB,2005,89.53744,RS,44.016521,21.005859,Serbia
Serbia,SRB,2006,89.12408,RS,44.016521,21.005859,Serbia
Serbia,SRB,2007,88.705475,RS,44.016521,21.005859,Serbia
Serbia,SRB,2008,88.30095,RS,44.016521,21.005859,Serbia
Serbia,SRB,2009,87.903465,RS,44.016521,21.005859,Serbia
Serbia,SRB,2010,87.51142,RS,44.016521,21.005859,Serbia
Serbia,SRB,2011,87.136116,RS,44.016521,21.005859,Serbia
Serbia,SRB,2012,86.79804,RS,44.016521,21.005859,Serbia
Serbia,SRB,2013,86.51582,RS,44.016521,21.005859,Serbia
Serbia,SRB,2014,86.25617,RS,44.016521,21.005859,Serbia
Serbia,SRB,2015,85.976456,RS,44.016521,21.005859,Serbia
Serbia,SRB,2016,85.67674,RS,44.016521,21.005859,Serbia
Serbia,SRB,2017,85.35195,RS,44.016521,21.005859,Serbia
Serbia,SRB,2018,84.99686,RS,44.016521,21.005859,Serbia
Serbia,SRB,2019,84.622185,RS,44.016521,21.005859,Serbia
Serbia,SRB,2020,84.130005,RS,44.016521,21.005859,Serbia
Serbia,SRB,2021,83.42981,RS,44.016521,21.005859,Serbia
Serbia,SRB,2022,82.567635,RS,44.016521,21.005859,Serbia
Serbia,SRB,2023,81.74106,RS,44.016521,21.005859,Serbia
Slovakia,SVK,2003,111.77997,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2004,111.79143,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2005,111.81886,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2006,111.83942,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2007,111.86317,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2008,111.93097,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2009,112.08266,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2010,112.23852,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2011,112.368675,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2012,112.50588,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2013,112.61947,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2014,112.71989,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2015,112.82132,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2016,112.96184,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2017,113.13265,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2018,113.285065,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2019,113.434525,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2020,113.4917,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2021,113.30327,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2022,117.37635,SK,48.669026,19.699024,Slovakia
Slovakia,SVK,2023,120.53257,SK,48.669026,19.699024,Slovakia
Slovenia,SVN,2003,98.79685,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2004,99.16028,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2005,99.56,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2006,99.99687,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2007,100.47625,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2008,101.01294,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2009,101.58608,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2010,102.167915,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2011,102.573296,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2012,102.76737,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2013,102.91681,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2014,103.04339,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2015,103.33848,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2016,103.79313,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2017,104.20909,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2018,104.58329,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2019,104.92963,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2020,105.16517,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2021,105.25258,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2022,105.27418,SI,46.151241,14.995463,Slovenia
Slovenia,SVN,2023,105.266136,SI,46.151241,14.995463,Slovenia
Spain,ESP,2003,84.5355,ES,40.463667,-3.74922,Spain
Spain,ESP,2004,85.9956,ES,40.463667,-3.74922,Spain
Spain,ESP,2005,87.44829,ES,40.463667,-3.74922,Spain
Spain,ESP,2006,88.9245,ES,40.463667,-3.74922,Spain
Spain,ESP,2007,90.571884,ES,40.463667,-3.74922,Spain
Spain,ESP,2008,92.01468,ES,40.463667,-3.74922,Spain
Spain,ESP,2009,92.81785,ES,40.463667,-3.74922,Spain
Spain,ESP,2010,93.228226,ES,40.463667,-3.74922,Spain
Spain,ESP,2011,93.54141,ES,40.463667,-3.74922,Spain
Spain,ESP,2012,93.59516,ES,40.463667,-3.74922,Spain
Spain,ESP,2013,93.28964,ES,40.463667,-3.74922,Spain
Spain,ESP,2014,93.01157,ES,40.463667,-3.74922,Spain
Spain,ESP,2015,92.94511,ES,40.463667,-3.74922,Spain
Spain,ESP,2016,93.02914,ES,40.463667,-3.74922,Spain
Spain,ESP,2017,93.25103,ES,40.463667,-3.74922,Spain
Spain,ESP,2018,93.667145,ES,40.463667,-3.74922,Spain
Spain,ESP,2019,94.346405,ES,40.463667,-3.74922,Spain
Spain,ESP,2020,94.81169,ES,40.463667,-3.74922,Spain
Spain,ESP,2021,95.05816,ES,40.463667,-3.74922,Spain
Spain,ESP,2022,95.20168,ES,40.463667,-3.74922,Spain
Spain,ESP,2023,95.123604,ES,40.463667,-3.74922,Spain
Sweden,SWE,2003,22.003117,SE,60.128161,18.643501,Sweden
Sweden,SWE,2004,22.108097,SE,60.128161,18.643501,Sweden
Sweden,SWE,2005,22.224665,SE,60.128161,18.643501,Sweden
Sweden,SWE,2006,22.354757,SE,60.128161,18.643501,Sweden
Sweden,SWE,2007,22.50097,SE,60.128161,18.643501,Sweden
Sweden,SWE,2008,22.660583,SE,60.128161,18.643501,Sweden
Sweden,SWE,2009,22.837687,SE,60.128161,18.643501,Sweden
Sweden,SWE,2010,23.034868,SE,60.128161,18.643501,Sweden
Sweden,SWE,2011,23.245193,SE,60.128161,18.643501,Sweden
Sweden,SWE,2012,23.462732,SE,60.128161,18.643501,Sweden
Sweden,SWE,2013,23.690954,SE,60.128161,18.643501,Sweden
Sweden,SWE,2014,23.932978,SE,60.128161,18.643501,Sweden
Sweden,SWE,2015,24.183018,SE,60.128161,18.643501,Sweden
Sweden,SWE,2016,24.438314,SE,60.128161,18.643501,Sweden
Sweden,SWE,2017,24.695797,SE,60.128161,18.643501,Sweden
Sweden,SWE,2018,24.951416,SE,60.128161,18.643501,Sweden
Sweden,SWE,2019,25.210749,SE,60.128161,18.643501,Sweden
Sweden,SWE,2020,25.458847,SE,60.128161,18.643501,Sweden
Sweden,SWE,2021,25.699778,SE,60.128161,18.643501,Sweden
Sweden,SWE,2022,25.901733,SE,60.128161,18.643501,Sweden
Sweden,SWE,2023,26.055775,SE,60.128161,18.643501,Sweden
Switzerland,CHE,2003,185.5128,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2004,186.78885,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2005,187.98541,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2006,189.16411,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2007,190.85696,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2008,193.29594,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2009,195.72823,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2010,197.95624,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2011,200.19695,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2012,202.34164,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2013,204.6858,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2014,207.2018,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2015,209.57913,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2016,211.88623,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2017,213.88,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2018,215.46779,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2019,217.01556,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2020,218.61026,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2021,219.94643,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2022,221.188,CH,46.818188,8.227512,Switzerland
Switzerland,CHE,2023,222.6102,CH,46.818188,8.227512,Switzerland
Turkey,TUR,2003,86.88243,TR,38.963745,35.243322,Turkey
Turkey,TUR,2004,88.07489,TR,38.963745,35.243322,Turkey
Turkey,TUR,2005,89.2698,TR,38.963745,35.243322,Turkey
Turkey,TUR,2006,90.43479,TR,38.963745,35.243322,Turkey
Turkey,TUR,2007,91.562004,TR,38.963745,35.243322,Turkey
Turkey,TUR,2008,92.66885,TR,38.963745,35.243322,Turkey
Turkey,TUR,2009,93.844635,TR,38.963745,35.243322,Turkey
Turkey,TUR,2010,95.1046,TR,38.963745,35.243322,Turkey
Turkey,TUR,2011,96.37599,TR,38.963745,35.243322,Turkey
Turkey,TUR,2012,97.809906,TR,38.963745,35.243322,Turkey
Turkey,TUR,2013,99.497314,TR,38.963745,35.243322,Turkey
Turkey,TUR,2014,101.49301,TR,38.963745,35.243322,Turkey
Turkey,TUR,2015,103.48632,TR,38.963745,35.243322,Turkey
Turkey,TUR,2016,105.270584,TR,38.963745,35.243322,Turkey
Turkey,TUR,2017,106.661415,TR,38.963745,35.243322,Turkey
Turkey,TUR,2018,107.59625,TR,38.963745,35.243322,Turkey
Turkey,TUR,2019,108.4699,TR,38.963745,35.243322,Turkey
Turkey,TUR,2020,109.31933,TR,38.963745,35.243322,Turkey
Turkey,TUR,2021,110.15086,TR,38.963745,35.243322,Turkey
Turkey,TUR,2022,110.88607,TR,38.963745,35.243322,Turkey
Turkey,TUR,2023,111.50318,TR,38.963745,35.243322,Turkey
Ukraine,UKR,2003,82.1637,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2004,81.57052,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2005,80.96758,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2006,80.41518,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2007,79.9328,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2008,79.5011,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2009,79.15755,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2010,78.8454,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2011,78.557365,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2012,78.36767,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2013,78.19659,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2014,77.92211,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2015,77.63647,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2016,77.3793,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2017,77.07501,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2018,76.712036,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2019,76.30497,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2020,75.78471,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2021,75.131905,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2022,68.52217,UA,48.379433,31.16558,Ukraine
Ukraine,UKR,2023,63.418427,UA,48.379433,31.16558,Ukraine
United Kingdom,GBR,2003,246.55809,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2004,247.98848,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2005,249.59178,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2006,251.32765,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2007,253.21655,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2008,255.20668,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2009,257.27847,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2010,259.4141,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2011,261.58954,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2012,263.74872,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2013,265.78885,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2014,267.73654,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2015,269.60016,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2016,271.38098,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2017,273.07407,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2018,274.59595,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2019,276.02472,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2020,277.18542,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2021,278.10126,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2022,279.04327,GB,55.378051,-3.435973,United Kingdom
United Kingdom,GBR,2023,279.9851,GB,55.378051,-3.435973,United Kingdom
